step,epoch_log1,loss_log1,epoch_log2,loss_log2
871,0,0.024495,0,0.022774
872,0,0.019256,0,0.018791
873,0,0.014508,0,0.0147
874,0,0.026282,0,0.028039
875,0,0.077736,0,0.078853
876,0,0.024336,0,0.023177
877,0,0.016079,0,0.016229
878,0,0.100065,0,0.103306
879,0,0.011063,0,0.011405
880,0,0.022672,0,0.021273
881,0,0.111434,0,0.112926
882,0,0.03094,0,0.032145
883,0,0.060815,0,0.060718
884,0,0.124446,0,0.124221
885,0,0.091256,0,0.093632
886,0,0.013009,0,0.0132
887,0,0.171058,0,0.17177
888,0,0.015702,0,0.015842
889,0,0.151422,0,0.151783
890,0,0.148509,0,0.14677
891,0,0.022474,0,0.023996
892,0,0.038235,0,0.03821
893,0,0.033347,0,0.032869
894,0,0.029231,0,0.029054
895,0,0.109781,0,0.113695
896,0,0.124097,0,0.125883
897,0,0.023315,0,0.023968
898,0,0.126846,0,0.128822
899,0,0.03868,0,0.037225
900,0,0.016032,0,0.01592
901,0,0.041649,0,0.043073
902,0,0.037193,0,0.038262
903,0,0.047932,0,0.047169
904,0,0.017003,0,0.017607
905,0,0.129167,0,0.128549
906,0,0.028388,0,0.028272
907,0,0.06822,0,0.070814
908,0,0.040047,0,0.042535
909,0,0.023688,0,0.024552
910,0,0.120087,0,0.121056
911,0,0.066297,0,0.06671
912,0,0.0347,0,0.034822
913,0,0.039358,0,0.039935
914,0,0.028325,0,0.028287
915,0,0.134474,0,0.135261
916,0,0.016509,0,0.016586
917,0,0.019631,0,0.020561
918,0,0.01691,0,0.016778
919,0,0.019187,0,0.019942
920,0,0.024259,0,0.025391
921,0,0.149874,0,0.151237
922,0,0.095969,0,0.096864
923,0,0.030674,0,0.031229
924,0,0.080687,0,0.080562
925,0,0.025114,0,0.02657
926,0,0.087666,0,0.087275
927,0,0.090079,0,0.09038
928,0,0.025212,0,0.026105
929,0,0.111427,0,0.11259
930,0,0.140029,0,0.141434
931,0,0.02584,0,0.0268
932,0,0.032831,0,0.034051
933,0,0.018706,0,0.01759
934,0,0.044526,0,0.04562
935,0,0.168181,0,0.165836
936,0,0.05085,0,0.050799
937,0,0.065492,0,0.063869
938,0,0.103036,0,0.103001
939,0,0.02134,0,0.022741
940,0,0.055372,0,0.056622
941,0,0.056729,0,0.057954
942,0,0.015676,0,0.015989
943,0,0.096333,0,0.096488
944,0,0.06815,0,0.07023
945,0,0.012539,0,0.012685
946,0,0.110475,0,0.110385
947,0,0.019036,0,0.019087
948,0,0.074857,0,0.076152
949,0,0.086063,0,0.08726
950,0,0.035081,0,0.036299
951,0,0.035095,0,0.034432
952,0,0.051211,0,0.054088
953,0,0.031791,0,0.031597
954,0,0.039265,0,0.040135
955,0,0.027926,0,0.029098
956,0,0.042283,0,0.043728
957,0,0.015855,0,0.014341
958,0,0.059454,0,0.058139
959,0,0.027022,0,0.026135
960,0,0.023498,0,0.022854
961,0,0.058774,0,0.060154
962,0,0.045093,0,0.044572
963,0,0.155654,0,0.150028
964,0,0.030578,0,0.027777
965,0,0.071285,0,0.068563
966,0,0.023917,0,0.021335
967,0,0.096962,0,0.091677
968,0,0.15774,0,0.151877
969,0,0.049548,0,0.047466
970,0,0.017126,0,0.018447
971,0,0.050047,0,0.048955
972,0,0.039835,0,0.040072
973,0,0.037385,0,0.034521
974,0,0.020747,0,0.019433
975,0,0.018453,0,0.017961
976,0,0.101525,0,0.098275
977,0,0.020576,0,0.01716
978,0,0.140842,0,0.136545
979,0,0.127189,0,0.126495
980,0,0.025768,0,0.024389
981,0,0.026703,0,0.026171
982,0,0.02268,0,0.023173
983,0,0.064036,0,0.062136
984,0,0.032081,0,0.030908
985,0,0.039676,0,0.038179
986,0,0.019926,0,0.020354
987,0,0.039061,0,0.037754
988,0,0.104974,0,0.103744
989,0,0.21426,0,0.213254
990,0,0.111762,0,0.111239
991,0,0.089725,0,0.088978
992,0,0.024046,0,0.024401
993,0,0.135893,0,0.135165
994,0,0.069593,0,0.068845
995,0,0.048009,0,0.048087
996,0,0.015283,0,0.01498
997,0,0.049344,0,0.049526
998,0,0.026999,0,0.029194
999,0,0.128565,0,0.125937
1000,0,0.102519,0,0.102089
